X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,HospitalisedAged65up,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Aged65up,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID
-856335.8696,7036492.396,2020/06/28 00:00:00+00,1,25438,1,1735,2020/06/26 00:00:00+00,25403,3293,434,8185,1339,21,16,69,196,265,443,492,1789,10858,14515,30,170,327,1885,4257,4472,4562,3249,6459,48,35,63,2,119
-856335.8696,7036492.396,2020/06/29 00:00:00+00,24,25462,0,1735,2020/06/27 00:00:00+00,25438,3293,435,8201,1429,21,16,69,196,265,444,492,1788,10876,14532,30,171,327,1891,4268,4480,4567,3249,6463,48,35,63,2,120
-856335.8696,7036492.396,2020/06/30 00:00:00+00,11,25473,1,1736,2020/06/28 00:00:00+00,25462,3295,434,8208,1429,21,16,69,196,266,444,492,1789,10882,14550,30,172,327,1894,4273,4483,4570,3251,6470,48,35,63,2,121
-856335.8696,7036492.396,2020/07/01 00:00:00+00,6,25477,3,1738,2020/06/29 00:00:00+00,25471,3298,434,8215,1687,21,16,71,196,266,444,492,1789,10887,14554,30,172,328,1896,4277,4484,4572,3251,6470,48,35,63,2,122
-856335.8696,7036492.396,2020/07/02 00:00:00+00,15,25489,5,1738,2020/06/30 00:00:00+00,25471,3298,434,8215,1687,21,16,71,196,266,444,492,1789,10887,14554,30,172,328,1896,4277,4484,4572,3251,6470,48,35,63,2,123
-856335.8696,7036492.396,2020/07/03 00:00:00+00,9,25498,2,1740,2020/07/01 00:00:00+00,25489,3307,436,8219,1772,21,16,72,197,267,446,492,1794,10894,14565,30,171,328,1901,4283,4484,4576,3253,6471,48,33,64,2,124
-856335.8696,7036492.396,2020/07/04 00:00:00+00,11,25509,1,1741,2020/07/02 00:00:00+00,25498,3309,436,8226,1809,22,17,72,197,267,446,492,1794,10901,12799,30,173,329,1901,4287,4485,4576,3254,6471,48,33,64,2,125
-856335.8696,7036492.396,2020/07/05 00:00:00+00,18,25527,0,1741,2020/07/03 00:00:00+00,25509,3308,436,8227,1823,22,17,72,197,267,446,492,1793,10909,14570,30,174,329,1901,4289,4488,4580,3255,6371,48,33,64,2,126
-856335.8696,7036492.396,2020/07/06 00:00:00+00,4,25531,0,1741,2020/07/04 00:00:00+00,25527,3309,437,8234,1823,22,17,72,197,267,447,492,1793,10919,14578,30,175,330,1902,4291,4493,4583,3257,6473,48,33,64,2,127
-856335.8696,7036492.396,2020/07/07 00:00:00+00,24,25538,1,1742,2020/07/05 00:00:00+00,25514,3307,436,8237,1827,22,17,73,197,267,446,491,1792,10912,14572,30,175,330,1903,4289,4491,4577,3256,6471,48,33,65,2,128
-856335.8696,7036492.396,2020/07/08 00:00:00+00,11,25542,0,1738,2020/07/06 00:00:00+00,25531,3313,436,8251,1860,22,17,73,197,268,445,491,1798,10918,14583,30,176,330,1905,4293,4498,4578,3259,6470,48,33,65,2,129
-856335.8696,7036492.396,2020/07/09 00:00:00+00,23,25565,6,1743,2020/07/07 00:00:00+00,25543,3328,436,8265,1884,23,17,74,197,271,447,495,1802,10922,14591,30,177,330,1908,4296,4499,4580,3260,6471,48,33,65,2,130
-856335.8696,7036492.396,2020/07/10 00:00:00+00,25,25589,1,1744,2020/07/08 00:00:00+00,25564,3328,436,8268,1896,23,17,74,197,271,447,495,1802,10930,14604,30,178,332,1922,4299,4500,4580,3260,6471,48,33,65,2,131
-856335.8696,7036492.396,2020/07/11 00:00:00+00,23,25611,2,1746,2020/07/09 00:00:00+00,25588,3330,436,8273,1920,23,17,74,197,273,447,495,1802,10939,14619,30,178,336,1933,4300,4505,4582,3260,6472,48,33,65,2,132
-856335.8696,7036492.396,2020/07/12 00:00:00+00,17,25628,0,1746,2020/07/10 00:00:00+00,25611,3330,436,8276,1935,23,17,74,197,273,447,495,1802,10947,14633,31,179,337,1939,4305,4510,4585,3260,6474,48,33,65,2,133
-856335.8696,7036492.396,2020/07/13 00:00:00+00,11,25638,0,1746,2020/07/11 00:00:00+00,25627,3330,436,8284,1935,23,17,74,197,273,447,495,1802,10954,14643,30,179,336,1940,4316,4512,4586,3261,6475,48,33,65,2,134
-856335.8696,7036492.396,2020/07/14 00:00:00+00,32,25670,0,1746,2020/07/12 00:00:00+00,25638,3332,436,8293,1933,23,17,75,197,273,447,495,1803,10958,14650,30,179,336,1942,4319,4512,4588,3263,6477,48,32,65,2,135
-856335.8696,7036492.396,2020/07/15 00:00:00+00,14,25683,2,1748,2020/07/13 00:00:00+00,25669,3337,437,8313,1976,23,17,75,198,274,448,496,1804,10970,14672,27,179,336,1944,4326,4517,4596,3267,6482,48,32,65,2,136
-856335.8696,7036492.396,2020/07/16 00:00:00+00,21,25698,1,1749,2020/07/14 00:00:00+00,25677,3339,437,8324,2019,23,17,75,198,274,448,497,1806,10976,14674,27,179,336,1946,4329,4518,4598,3267,6494,48,32,66,2,137
-856335.8696,7036492.396,2020/07/17 00:00:00+00,34,25730,3,1752,2020/07/15 00:00:00+00,25696,3339,437,8326,2101,23,17,75,198,274,448,497,1806,10988,14681,27,180,336,1947,4338,4521,4599,3267,6488,48,32,66,2,138
-856335.8696,7036492.396,2020/07/18 00:00:00+00,21,25750,2,1753,2020/07/16 00:00:00+00,25730,3342,437,8333,2110,23,17,76,198,274,449,497,1807,11006,14697,27,183,337,1954,4346,4525,4602,3269,6503,48,32,66,2,139
-856335.8696,7036492.396,2020/07/19 00:00:00+00,10,25760,0,1753,2020/07/17 00:00:00+00,25751,3342,437,8338,2146,23,17,76,198,274,449,497,1807,11016,14708,27,183,337,1959,4351,4526,4605,3272,6497,48,32,66,2,140
-856335.8696,7036492.396,2020/07/20 00:00:00+00,6,25766,0,1753,2020/07/18 00:00:00+00,25760,3343,437,8342,2146,23,17,76,198,274,449,497,1808,11019,14713,28,183,337,1960,4353,4530,4605,3273,6498,48,32,66,2,141
-856335.8696,7036492.396,2020/07/21 00:00:00+00,36,25802,0,1753,2020/07/19 00:00:00+00,25766,3342,437,8348,2146,23,17,76,198,274,448,497,1808,11022,14716,28,183,338,1960,4353,4532,4607,3274,6498,48,32,66,2,142
-856335.8696,7036492.396,2020/07/22 00:00:00+00,17,25819,1,1754,2020/07/20 00:00:00+00,25802,3340,438,8355,2153,22,18,75,198,274,447,497,1808,11049,14725,28,183,340,1965,4359,4536,4618,3279,6501,48,32,66,2,143
-856335.8696,7036492.396,2020/07/23 00:00:00+00,7,25826,9,1763,2020/07/21 00:00:00+00,25819,3341,438,8367,2226,22,18,76,198,274,447,497,1808,11056,14735,28,184,340,1966,4363,4539,4621,3280,6505,48,32,66,2,144
-856335.8696,7036492.396,2020/07/24 00:00:00+00,20,25845,0,1763,2020/07/22 00:00:00+00,25825,3344,438,8380,2264,22,18,76,198,274,449,497,1809,11059,14738,28,184,340,1967,4365,4540,4622,3280,6506,48,32,66,2,145
-856335.8696,7036492.396,2020/07/25 00:00:00+00,24,25869,1,1764,2020/07/23 00:00:00+00,25845,3345,438,8381,2274,22,18,76,198,274,449,498,1809,11067,14738,21,185,342,1970,4372,4544,4622,3281,6508,48,32,66,2,146
-856335.8696,7036492.396,2020/07/26 00:00:00+00,12,25881,0,1764,2020/07/24 00:00:00+00,25869,3345,438,8384,2282,22,18,76,198,274,449,498,1809,11079,14761,28,186,342,1973,4379,4553,4626,3281,6508,48,32,66,2,147
-856335.8696,7036492.396,2020/07/27 00:00:00+00,11,25892,0,1764,2020/07/25 00:00:00+00,25881,3346,438,8390,2282,23,18,76,198,274,449,498,1809,11084,14769,28,188,342,1976,4385,4553,4626,3282,6508,48,32,66,2,148
-856335.8696,7036492.396,2020/07/28 00:00:00+00,40,25929,0,1764,2020/07/26 00:00:00+00,25890,3349,437,8395,2282,23,18,76,198,274,451,498,1810,11092,14770,28,188,343,1977,4386,4556,4629,3282,6508,48,32,66,2,149
-856335.8696,7036492.396,2020/07/29 00:00:00+00,14,25942,0,1764,2020/07/27 00:00:00+00,25928,3349,438,8401,2291,23,18,76,198,274,451,499,1809,11112,14788,28,189,346,1984,4397,4563,4634,3285,6509,48,32,66,2,150
-856335.8696,7036492.396,2020/07/30 00:00:00+00,85,26027,1,1763,2020/07/28 00:00:00+00,25942,3350,438,8407,2303,24,18,76,198,274,451,499,1809,11115,14799,28,191,347,1985,4405,4563,4634,3286,6510,48,32,66,2,151
-856335.8696,7036492.396,2020/07/31 00:00:00+00,38,26065,0,1763,2020/07/29 00:00:00+00,26027,3352,437,8420,2307,24,18,77,198,274,451,499,1810,11168,14831,28,192,355,2004,4420,4572,4650,3291,6516,47,32,66,2,152
-856335.8696,7036492.396,2020/08/01 00:00:00+00,45,26109,0,1763,2020/07/30 00:00:00+00,26064,3353,437,8429,2313,24,18,77,198,274,451,499,1811,11189,14847,28,198,357,2014,4433,4578,4655,3290,6518,47,31,66,2,153
-856335.8696,7036492.396,2020/08/02 00:00:00+00,53,26162,0,1763,2020/07/31 00:00:00+00,26109,3359,437,8432,2318,23,18,78,201,275,453,499,1811,11212,14869,28,200,362,2019,4444,4589,4662,3292,6520,47,31,66,2,154
-856335.8696,7036492.396,2020/08/03 00:00:00+00,46,26208,0,1763,2020/08/01 00:00:00+00,26162,3359,437,8437,2319,23,18,79,200,275,453,499,1811,11238,14896,28,206,368,2029,4455,4598,4666,3294,6525,47,31,66,2,155
-856335.8696,7036492.396,2020/08/04 00:00:00+00,45,26253,0,1763,2020/08/02 00:00:00+00,26209,3358,437,8438,2321,23,18,78,200,276,451,499,1812,11266,14915,28,209,372,2037,4474,4603,4671,3296,6526,47,31,66,2,156
-856335.8696,7036492.396,2020/08/05 00:00:00+00,50,26303,0,1763,2020/08/03 00:00:00+00,26255,3357,439,8442,2323,24,18,77,200,275,451,499,1812,11301,14926,28,210,372,2044,4492,4612,4678,3299,6527,47,31,66,2,157
-856335.8696,7036492.396,2020/08/06 00:00:00+00,69,26372,5,1768,2020/08/04 00:00:00+00,26303,3359,437,8444,2326,24,18,77,200,275,451,499,1814,11330,14945,28,215,377,2055,4502,4619,4683,3302,6529,47,31,66,2,158
-856335.8696,7036492.396,2020/08/07 00:00:00+00,98,26470,4,1772,2020/08/05 00:00:00+00,26372,3362,438,8448,2331,24,18,77,199,275,451,500,1817,11361,14982,29,217,381,2062,4521,4632,4700,3306,6532,47,31,66,2,159
-856335.8696,7036492.396,2020/08/08 00:00:00+00,174,26644,1,1772,2020/08/06 00:00:00+00,26470,3364,438,8451,2331,24,18,77,199,275,452,500,1818,11418,15021,29,219,383,2076,4544,4658,4719,3314,6536,47,31,66,2,160
-856335.8696,7036492.396,2020/08/09 00:00:00+00,68,26712,0,1772,2020/08/07 00:00:00+00,26644,3365,438,8456,2332,24,18,77,200,275,452,500,1818,11545,15070,29,223,389,2098,4594,4695,4747,3332,6545,47,31,66,2,161
-856335.8696,7036492.396,2020/08/10 00:00:00+00,57,26768,0,1772,2020/08/08 00:00:00+00,26711,3364,438,8458,2336,24,18,77,200,275,452,500,1817,11582,15101,28,227,395,2109,4612,4711,4752,3337,6547,47,31,66,2,162
-856335.8696,7036492.396,2020/08/11 00:00:00+00,35,26801,1,1773,2020/08/09 00:00:00+00,26767,3372,439,8467,2334,24,18,77,201,276,454,501,1820,11611,15128,28,229,399,2124,4623,4719,4761,3343,6548,47,31,67,2,163
-856335.8696,7036492.396,2020/08/12 00:00:00+00,40,26838,1,1774,2020/08/10 00:00:00+00,26798,3376,441,8469,2391,24,18,77,202,276,454,502,1822,11623,15146,28,231,403,2136,4623,4723,4765,3344,6552,47,31,67,2,164
-856335.8696,7036492.396,2020/08/13 00:00:00+00,92,26929,0,1774,2020/08/11 00:00:00+00,26837,3378,441,8474,2465,24,18,80,202,275,454,502,1822,11643,15165,29,232,408,2144,4631,4730,4773,3344,6554,47,31,67,2,165
-856335.8696,7036492.396,2020/08/14 00:00:00+00,67,26995,0,1774,2020/08/12 00:00:00+00,26928,3381,441,8480,2474,24,18,80,203,277,454,502,1823,11686,15213,29,235,416,2169,4650,4740,4784,3353,6560,47,31,67,2,166
-856335.8696,7036492.396,2020/08/15 00:00:00+00,200,27191,0,1774,2020/08/13 00:00:00+00,26991,3384,441,8484,2477,24,18,81,203,277,453,502,1825,11719,15244,28,237,419,2186,4661,4753,4791,3356,6567,47,31,67,2,167
-856335.8696,7036492.396,2020/08/16 00:00:00+00,66,27257,0,1774,2020/08/14 00:00:00+00,27191,3385,442,8495,2487,24,18,81,203,277,454,502,1825,11823,15340,28,242,436,2219,4707,4788,4820,3375,6582,47,31,67,2,168
-856335.8696,7036492.396,2020/08/17 00:00:00+00,56,27313,0,1774,2020/08/15 00:00:00+00,27257,3387,442,8501,2497,24,18,81,203,277,454,503,1826,11857,15370,30,245,442,2231,4719,4799,4832,3380,6588,47,31,66,2,169
-856335.8696,7036492.396,2020/08/18 00:00:00+00,190,27499,1,1775,2020/08/16 00:00:00+00,27309,3388,441,8510,2496,24,18,81,203,276,455,503,1827,11884,15395,30,247,450,2242,4728,4810,4836,3385,6590,47,31,66,2,170
-856335.8696,7036492.396,2020/08/19 00:00:00+00,54,27547,2,1775,2020/08/17 00:00:00+00,27493,3389,442,8523,2520,24,18,80,203,278,455,503,1827,11956,15508,29,251,464,2278,4774,4848,4868,3395,6594,47,30,67,2,171
-856335.8696,7036492.396,2020/08/20 00:00:00+00,136,27676,1,1776,2020/08/18 00:00:00+00,27540,3394,443,8527,2568,24,18,80,205,279,456,504,1827,11979,15533,28,253,468,2292,4782,4850,4875,3401,6598,47,30,67,2,172
-856335.8696,7036492.396,2020/08/21 00:00:00+00,79,27755,0,1776,2020/08/19 00:00:00+00,27675,3393,443,8536,2577,24,18,80,204,279,456,503,1828,12033,15614,28,257,480,2329,4812,4873,4883,3416,6604,47,30,67,2,173
-856335.8696,7036492.396,2020/08/22 00:00:00+00,156,27908,2,1777,2020/08/20 00:00:00+00,27908,3394,443,8542,2570,24,18,80,204,279,456,503,1829,12072,15652,28,260,485,2347,4832,4883,4891,3426,6607,47,31,67,2,174
-856335.8696,7036492.396,2020/08/23 00:00:00+00,61,27969,0,1777,2020/08/21 00:00:00+00,27908,3396,443,8550,2579,24,18,80,206,279,456,503,1829,12153,15727,28,270,495,2377,4868,4908,4912,3439,6618,46,31,67,2,175
-856335.8696,7036492.396,2020/08/24 00:00:00+00,147,28116,0,1777,2020/08/22 00:00:00+00,27969,3398,443,8553,2580,24,18,81,207,279,456,503,1829,12185,15757,27,271,499,2396,4878,4915,4924,3445,6619,46,31,66,2,176
-856335.8696,7036492.396,2020/08/25 00:00:00+00,92,28201,0,1777,2020/08/23 00:00:00+00,28109,3397,443,8562,2584,24,18,79,205,279,458,504,1829,12261,15821,27,274,507,2443,4904,4933,4937,3457,6633,46,31,66,2,177
-856335.8696,7036492.396,2020/08/26 00:00:00+00,164,28363,0,1777,2020/08/24 00:00:00+00,28199,3397,444,8567,2633,25,18,78,205,279,458,504,1829,12313,15857,29,277,518,2464,4918,4947,4952,3463,6639,46,30,66,2,178
-856335.8696,7036492.396,2020/08/27 00:00:00+00,93,28453,0,1777,2020/08/25 00:00:00+00,28360,3386,444,8584,2649,25,18,79,204,278,454,502,1825,12395,15937,28,281,528,2503,4953,4964,4982,3475,6652,46,30,66,2,179
-856335.8696,7036492.396,2020/08/28 00:00:00+00,127,28578,0,1777,2020/08/26 00:00:00+00,28451,3384,446,8598,2656,25,18,80,205,279,454,501,1821,12446,15977,28,285,537,2521,4968,4982,4995,3484,6657,46,30,67,2,180
-856335.8696,7036492.396,2020/08/29 00:00:00+00,142,28720,0,1777,2020/08/27 00:00:00+00,28578,3386,446,8608,2734,25,18,78,205,280,454,502,1823,12517,16034,27,286,549,2554,4996,5009,5009,3491,6661,46,30,67,2,181
-856335.8696,7036492.396,2020/08/30 00:00:00+00,42,28760,0,1777,2020/08/28 00:00:00+00,28718,3394,446,8621,2741,25,18,79,208,280,456,504,1823,12589,16101,28,290,560,2579,5025,5036,5028,3503,6674,46,30,66,2,182
-856335.8696,7036492.396,2020/08/31 00:00:00+00,53,28811,0,1777,2020/08/29 00:00:00+00,28758,3400,446,8628,2741,26,19,81,208,280,456,505,1824,12607,16123,28,293,562,2591,5031,5041,5035,3505,6677,46,30,66,2,183
-856335.8696,7036492.396,2020/09/01 00:00:00+00,217,29025,0,1777,2020/08/30 00:00:00+00,28808,3405,446,8637,2733,26,19,81,209,282,457,505,1825,12632,16148,28,294,567,2602,5041,5052,5038,3514,6677,46,30,67,2,184
-856335.8696,7036492.396,2020/09/02 00:00:00+00,89,29114,1,1777,2020/08/31 00:00:00+00,29025,3411,447,8660,2783,27,19,82,210,281,457,505,1829,12736,16261,28,301,590,2650,5083,5084,5067,3529,6698,46,30,67,2,185
-856335.8696,7036492.396,2020/09/03 00:00:00+00,95,29206,0,1777,2020/09/01 00:00:00+00,29111,3415,447,8678,2810,26,19,82,210,280,458,504,1835,12774,16309,28,303,602,2675,5094,5089,5078,3536,6711,46,30,67,2,186
-856335.8696,7036492.396,2020/09/04 00:00:00+00,98,29303,0,1777,2020/09/02 00:00:00+00,29205,3412,447,8695,2826,25,19,80,210,278,458,503,1838,12827,16350,28,307,612,2694,5109,5105,5087,3545,6722,46,30,67,2,187
-856335.8696,7036492.396,2020/09/05 00:00:00+00,231,29534,0,1777,2020/09/03 00:00:00+00,29303,3418,448,8719,2848,26,20,81,209,278,458,504,1841,12875,16400,28,315,622,2713,5127,5115,5101,3554,6732,46,30,67,2,188
-856335.8696,7036492.396,2020/09/06 00:00:00+00,138,29672,0,1777,2020/09/04 00:00:00+00,29534,3424,448,8742,2865,26,20,83,209,278,458,505,1844,12990,16514,30,321,636,2761,5178,5157,5129,3571,6757,46,30,66,2,189
-856335.8696,7036492.396,2020/09/07 00:00:00+00,102,29774,0,1777,2020/09/05 00:00:00+00,29672,3427,448,8771,2878,26,20,83,209,278,459,505,1846,13049,16593,30,328,640,2792,5203,5183,5148,3581,6773,46,30,66,2,190
-856335.8696,7036492.396,2020/09/08 00:00:00+00,307,30080,1,1778,2020/09/06 00:00:00+00,29773,3429,449,8780,2885,26,19,84,209,278,460,505,1847,13093,16650,30,333,649,2816,5221,5203,5159,3588,6780,46,30,67,2,191
-856335.8696,7036492.396,2020/09/09 00:00:00+00,84,30164,3,1781,2020/09/07 00:00:00+00,30080,3434,450,8805,2908,26,19,85,209,278,461,505,1850,13254,16796,30,349,681,2877,5283,5255,5193,3619,6799,46,30,67,2,192
-856335.8696,7036492.396,2020/09/10 00:00:00+00,196,30360,0,1781,2020/09/08 00:00:00+00,30164,3435,450,8815,2933,26,19,84,209,278,461,505,1852,13286,16848,30,358,690,2890,5298,5265,5203,3622,6814,45,30,67,2,193
-856335.8696,7036492.396,2020/09/11 00:00:00+00,211,30571,1,1781,2020/09/09 00:00:00+00,30361,3440,450,8837,2954,27,19,84,209,278,462,507,1853,13388,16941,32,361,719,2914,5337,5290,5236,3638,6842,45,30,67,2,194
-856335.8696,7036492.396,2020/09/12 00:00:00+00,159,30730,2,1783,2020/09/10 00:00:00+00,30571,3445,450,8862,2985,27,19,84,211,278,463,508,1854,13488,17050,32,371,732,2961,5383,5327,5258,3659,6856,45,30,67,2,195
-856335.8696,7036492.396,2020/09/13 00:00:00+00,255,30985,1,1784,2020/09/11 00:00:00+00,30730,3451,450,8875,3028,28,19,84,211,278,464,509,1857,13558,17139,24,379,746,2991,5411,5350,5282,3681,6886,45,30,66,2,196
-856335.8696,7036492.396,2020/09/14 00:00:00+00,208,31192,0,1784,2020/09/12 00:00:00+00,30984,3457,450,8889,3035,29,19,85,212,278,465,510,1858,13689,17262,33,388,772,3046,5458,5386,5306,3705,6899,45,30,66,2,197
-856335.8696,7036492.396,2020/09/15 00:00:00+00,357,31549,3,1787,2020/09/13 00:00:00+00,31190,3462,451,8902,3035,29,19,85,212,279,467,510,1860,13785,17372,33,391,782,3111,5480,5413,5343,3732,6914,45,30,66,2,198
-856335.8696,7036492.396,2020/09/16 00:00:00+00,254,31799,3,1788,2020/09/14 00:00:00+00,31551,3469,452,8922,3074,29,19,85,213,279,466,512,1865,13974,17544,33,402,818,3203,5530,5452,5395,3771,6956,45,30,66,2,199
-856335.8696,7036492.396,2020/09/17 00:00:00+00,240,32023,1,1789,2020/09/15 00:00:00+00,31783,3477,454,8943,3156,29,19,87,212,279,468,512,1870,14083,17667,33,413,846,3253,5568,5475,5431,3797,6976,45,30,67,2,200
-856335.8696,7036492.396,2020/09/18 00:00:00+00,253,32271,3,1792,2020/09/16 00:00:00+00,32018,3490,455,8959,3252,29,19,88,212,280,470,513,1878,14200,17785,33,428,864,3286,5610,5510,5466,3825,7005,45,29,67,2,201
-856335.8696,7036492.396,2020/09/19 00:00:00+00,274,32538,0,1792,2020/09/17 00:00:00+00,32264,3500,457,8968,3433,29,19,88,212,280,471,515,1885,14340,17890,34,434,889,3345,5648,5554,5501,3840,7029,45,29,67,2,202
-856335.8696,7036492.396,2020/09/20 00:00:00+00,396,32933,0,1792,2020/09/18 00:00:00+00,32537,3514,458,8990,3489,30,19,90,212,281,474,519,1888,14481,18019,34,442,909,3411,5687,5600,5536,3875,7053,45,29,67,2,203
-856335.8696,7036492.396,2020/09/21 00:00:00+00,188,33121,0,1792,2020/09/19 00:00:00+00,32933,3524,460,9011,3499,31,19,89,212,282,474,518,1898,14656,18245,32,456,933,3504,5763,5671,5591,3896,7095,45,29,67,2,204
-856335.8696,7036492.396,2020/09/22 00:00:00+00,334,33444,0,1792,2020/09/20 00:00:00+00,33110,3535,462,9030,3521,30,18,89,212,285,477,523,1900,14747,18335,28,460,948,3542,5807,5694,5615,3907,7113,45,29,67,2,205
-856335.8696,7036492.396,2020/09/23 00:00:00+00,234,33675,2,1794,2020/09/21 00:00:00+00,33440,3548,467,9054,3595,29,18,90,212,287,480,527,1904,14904,18507,28,471,986,3624,5851,5745,5651,3937,7141,45,29,68,2,206
-856335.8696,7036492.396,2020/09/24 00:00:00+00,324,33994,3,1797,2020/09/22 00:00:00+00,33669,3552,467,9069,3699,28,18,91,214,288,480,528,1904,15016,18624,29,471,1000,3701,5896,5774,5679,3963,7160,44,29,68,2,207
-856335.8696,7036492.396,2020/09/25 00:00:00+00,326,34315,0,1797,2020/09/23 00:00:00+00,33988,3560,468,9091,3795,28,18,91,214,288,481,530,1909,15182,18777,29,479,1020,3767,5950,5829,5734,3993,7191,44,29,68,2,208
-856335.8696,7036492.396,2020/09/26 00:00:00+00,248,34560,5,1802,2020/09/24 00:00:00+00,34312,3566,469,9104,3874,28,18,91,213,290,482,532,1911,15342,18941,29,483,1042,3853,6019,5872,5774,4026,7217,44,29,68,2,209
-856335.8696,7036492.396,2020/09/27 00:00:00+00,430,34990,0,1802,2020/09/25 00:00:00+00,34561,3575,469,9111,3948,29,19,91,215,290,482,534,1914,15474,19057,29,491,1063,3917,6068,5898,5807,4050,7241,44,29,68,2,210
-856335.8696,7036492.396,2020/09/28 00:00:00+00,390,35377,0,1802,2020/09/26 00:00:00+00,34987,3583,469,9128,3961,29,20,92,217,290,482,536,1916,15693,19265,29,500,1097,4029,6159,5958,5855,4078,7285,44,29,67,2,211
-856335.8696,7036492.396,2020/09/29 00:00:00+00,363,35740,1,1803,2020/09/27 00:00:00+00,35376,3593,468,9153,3971,29,20,92,217,291,485,539,1919,15881,19464,31,507,1122,4128,6234,6008,5918,4116,7318,44,29,68,2,212
-856335.8696,7036492.396,2020/09/30 00:00:00+00,429,36155,1,1804,2020/09/28 00:00:00+00,35726,3600,470,9183,4055,29,20,93,217,293,486,543,1918,16046,19649,31,516,1138,4221,6286,6060,5970,4156,7355,44,29,68,2,213
-856335.8696,7036492.396,2020/10/01 00:00:00+00,442,36597,4,1806,2020/09/29 00:00:00+00,36155,3617,473,9221,4138,31,23,95,218,295,489,541,1924,16249,19875,31,533,1164,4330,6355,6116,6030,4204,7399,44,29,68,2,214
-856335.8696,7036492.396,2020/10/02 00:00:00+00,470,37063,1,1801,2020/09/30 00:00:00+00,36593,3631,475,9254,4237,31,24,96,219,295,490,541,1934,16471,20091,31,541,1187,4426,6443,6196,6085,4256,7435,44,28,68,2,215
-856335.8696,7036492.396,2020/10/03 00:00:00+00,613,37668,10,1810,2020/10/01 00:00:00+00,37057,3643,474,9294,4330,31,26,99,220,295,491,541,1939,16694,20329,34,553,1221,4539,6520,6276,6162,4296,7466,44,28,68,2,216
-856335.8696,7036492.396,2020/10/04 00:00:00+00,364,38032,0,1810,2020/10/02 00:00:00+00,37888,3653,474,9318,4423,33,26,100,221,297,493,543,1939,17009,20622,37,571,1262,4694,6622,6375,6239,4364,7517,43,29,68,2,217
-856335.8696,7036492.396,2020/10/05 00:00:00+00,518,38549,0,1810,2020/10/03 00:00:00+00,38031,3678,475,9342,4443,34,27,103,230,300,492,548,1943,17204,20789,38,583,1281,4789,6709,6430,6279,4399,7537,43,28,67,2,218
-856335.8696,7036492.396,2020/10/06 00:00:00+00,432,38973,1,1811,2020/10/04 00:00:00+00,38541,3676,476,9387,4457,34,27,101,222,299,494,549,1949,17452,21051,24,596,1323,4915,6788,6518,6355,4439,7582,43,28,68,2,219
-856335.8696,7036492.396,2020/10/07 00:00:00+00,611,39584,5,1816,2020/10/05 00:00:00+00,38973,3701,478,9434,4554,34,27,102,223,300,496,559,1959,17670,21265,38,606,1353,5030,6847,6574,6418,4498,7623,43,28,68,2,220
-856335.8696,7036492.396,2020/10/08 00:00:00+00,506,40086,1,1817,2020/10/06 00:00:00+00,39580,3729,482,9490,4651,35,27,105,227,303,499,562,1970,17972,21568,40,624,1393,5181,6938,6633,6489,4575,7723,43,28,68,2,221
-856335.8696,7036492.396,2020/10/09 00:00:00+00,617,40703,5,1821,2020/10/07 00:00:00+00,40086,3755,484,9536,4795,35,29,105,229,305,499,568,1984,18212,21833,41,636,1418,5331,7016,6694,6560,4624,7783,43,28,68,2,222
-856335.8696,7036492.396,2020/10/10 00:00:00+00,1012,41714,3,1824,2020/10/08 00:00:00+00,40702,3769,489,9572,4904,36,30,106,229,307,500,568,1992,18524,22141,37,653,1465,5519,7126,6786,6636,4673,7820,43,28,68,2,223
